Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Bill payer,2019-02-10 14:54:15,00:21:50,Autoplayed: user action: None; ,Friends: Season 6: The One That Could Have Been: Part 1 (Episode 15),,LG 2015 Mstar UHD TV,00:21:50,00:21:50,GB (United Kingdom)
Bill payer,2019-02-10 14:31:59,00:21:57,Autoplayed: user action: None; ,Friends: Season 6: The One Where Chandler Can't Cry (Episode 14),,LG 2015 Mstar UHD TV,00:21:57,00:21:57,GB (United Kingdom)
Bill payer,2019-02-10 14:17:51,00:14:01,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Rachel's Sister (Episode 13),,LG 2015 Mstar UHD TV,00:21:44,00:21:44,GB (United Kingdom)
Bill payer,2019-02-09 23:01:14,00:11:31,Autoplayed: user action: Unspecified; ,Luther: Series 4: Episode 2,,UMC Smart TV MSD6486 Smart TV,00:31:53,00:31:53,GB (United Kingdom)
Bill payer,2019-02-09 22:21:54,00:32:06,Autoplayed: user action: Unspecified; ,The Notebook,,LG 2015 Mstar UHD TV,00:32:06,00:32:06,GB (United Kingdom)
Bill payer,2019-02-09 21:57:45,00:22:44,Autoplayed: user action: None; ,You: Season 1: Living with the Enemy (Episode 5),,LG 2015 Mstar UHD TV,00:23:54,00:23:54,GB (United Kingdom)
Bill payer,2019-02-09 21:27:45,00:29:48,Autoplayed: user action: Unspecified; ,You: Season 1: The Captain (Episode 4),,LG 2015 Mstar UHD TV,00:41:53,00:41:53,GB (United Kingdom)
Bill payer,2019-02-09 21:10:34,00:10:50,Autoplayed: user action: None; ,You: Season 1: The Captain (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:12:06,Not latest view,GB (United Kingdom)
Bill payer,2019-02-09 20:55:23,00:14:57,Autoplayed: user action: Unspecified; ,You: Season 1: Maybe (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:42:45,00:42:45,GB (United Kingdom)
Bill payer,2019-02-09 15:39:38,00:45:59,Autoplayed: user action: None; ,House of Cards: Season 2: Chapter 15 (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:46:05,00:46:05,GB (United Kingdom)
Bill payer,2019-02-09 15:29:13,00:10:12,Autoplayed: user action: Unspecified; ,House of Cards: Season 2: Chapter 14 (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:47:24,00:47:24,GB (United Kingdom)
Bill payer,2019-02-09 13:47:45,00:33:49,Autoplayed: user action: None; ,Making a Murderer: Part 2: A Legal Miracle (Episode 3),,LG 2015 Mstar UHD TV,00:33:53,Not latest view,GB (United Kingdom)
Bill payer,2019-02-09 13:17:21,00:30:11,Autoplayed: user action: Unspecified; ,Making a Murderer: Part 2: Words and Words Only (Episode 2),,LG 2015 Mstar UHD TV,01:05:14,01:05:14,GB (United Kingdom)
Bill payer,2019-02-08 19:28:02,00:28:38,Autoplayed: user action: None; ,The Office (U.K.): Series 1: Judgement (Episode 6),,LG 2015 Mstar UHD TV,00:29:06,00:29:06,GB (United Kingdom)
Bill payer,2019-02-08 19:15:19,00:12:40,Autoplayed: user action: Unspecified; ,The Office (U.K.): Series 1: New Girl (Episode 5),,LG 2015 Mstar UHD TV,00:29:14,00:29:14,GB (United Kingdom)
Bill payer,2019-02-08 15:29:02,00:25:55,,Making a Murderer: Part 2: Words and Words Only (Episode 2),,LG 2015 Mstar UHD TV,00:38:10,Not latest view,GB (United Kingdom)
Bill payer,2019-02-08 15:20:15,00:08:34,Autoplayed: user action: Unspecified; ,Making a Murderer: Part 2: Number 18 (Episode 1),,LG 2015 Mstar UHD TV,00:44:34,00:44:34,GB (United Kingdom)
Bill payer,2019-02-08 13:28:48,00:37:07,Autoplayed: user action: None; ,House of Cards: Season 2: Chapter 14 (Episode 1),,LG 2015 Mstar UHD TV,00:37:13,Not latest view,GB (United Kingdom)
Bill payer,2019-02-08 12:40:53,00:47:51,Autoplayed: user action: None; ,House of Cards: Season 1: Chapter 13 (Episode 13),,LG 2015 Mstar UHD TV,00:47:51,00:47:51,GB (United Kingdom)
Bill payer,2019-02-08 12:12:14,00:28:31,,House of Cards: Season 1: Chapter 12 (Episode 12),,LG 2015 Mstar UHD TV,00:51:00,00:51:00,GB (United Kingdom)
Bill payer,2019-02-08 10:40:10,00:22:30,Autoplayed: user action: None; ,House of Cards: Season 1: Chapter 12 (Episode 12),,LG 2015 Mstar UHD TV,00:22:30,Not latest view,GB (United Kingdom)
Bill payer,2019-02-08 09:47:40,00:52:27,Autoplayed: user action: None; ,House of Cards: Season 1: Chapter 11 (Episode 11),,LG 2015 Mstar UHD TV,00:52:27,00:52:27,GB (United Kingdom)
Bill payer,2019-02-08 09:28:48,00:18:45,Autoplayed: user action: Unspecified; ,House of Cards: Season 1: Chapter 10 (Episode 10),,LG 2015 Mstar UHD TV,00:50:15,00:50:15,GB (United Kingdom)
Bill payer,2019-02-08 08:28:30,00:36:43,,Making a Murderer: Part 2: Number 18 (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:36:43,Not latest view,GB (United Kingdom)
Bill payer,2019-02-08 08:27:47,00:00:13,Autoplayed: user action: Unspecified; ,Making a Murderer: Part 2: A Legal Miracle (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:00:13,Not latest view,GB (United Kingdom)
Bill payer,2019-02-07 22:52:28,00:06:59,Autoplayed: user action: Unspecified; ,The Office (U.K.): Series 1: New Girl (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:16:35,Not latest view,GB (United Kingdom)
Bill payer,2019-02-07 22:42:01,00:09:08,Autoplayed: user action: None; ,The Office (U.K.): Series 1: New Girl (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:09:36,Not latest view,GB (United Kingdom)
Bill payer,2019-02-07 22:12:26,00:29:29,,The Office (U.K.): Series 1: Training (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:29:29,Not latest view,GB (United Kingdom)
Bill payer,2019-02-07 22:12:17,00:00:01,Autoplayed: user action: None; ,The Office (U.K.): Series 1: Work Experience (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:00:01,00:00:01,GB (United Kingdom)
Bill payer,2019-02-06 19:19:28,00:20:23,Autoplayed: user action: Unspecified; ,Luther: Series 4: Episode 2,,LG 2015 Mstar UHD TV,00:20:23,Not latest view,GB (United Kingdom)
Bill payer,2019-02-05 22:00:22,00:32:09,Autoplayed: user action: Unspecified; ,Luther: Series 4: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:52:01,00:52:01,GB (United Kingdom)
Bill payer,2019-02-05 19:24:54,00:19:53,Autoplayed: user action: Unspecified; ,Luther: Series 4: Episode 1,,LG 2015 Mstar UHD TV,00:19:53,Not latest view,GB (United Kingdom)
Bill payer,2019-02-04 22:33:25,00:51:06,Autoplayed: user action: Unspecified; ,Luther: Series 3: Episode 4,,UMC Smart TV MSD6486 Smart TV,00:51:10,00:51:10,GB (United Kingdom)
Bill payer,2019-02-04 21:41:55,00:51:08,Autoplayed: user action: None; ,Luther: Series 3: Episode 3,,UMC Smart TV MSD6486 Smart TV,00:51:08,00:51:08,GB (United Kingdom)
Bill payer,2019-02-04 21:33:21,00:07:44,Autoplayed: user action: None; ,Friends: Season 6: The One with Rachel's Sister (Episode 13),,UMC Smart TV MSD6486 Smart TV,00:07:44,Not latest view,GB (United Kingdom)
Bill payer,2019-02-04 21:27:56,00:04:54,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with the Joke (Episode 12),,UMC Smart TV MSD6486 Smart TV,00:21:53,00:21:53,GB (United Kingdom)
Bill payer,2019-02-04 19:46:48,00:50:12,Autoplayed: user action: Unspecified; ,Luther: Series 3: Episode 2,,LG 2015 Mstar UHD TV,00:50:12,00:50:12,GB (United Kingdom)
Bill payer,2019-02-04 15:31:50,00:17:00,Autoplayed: user action: None; ,Friends: Season 6: The One with the Joke (Episode 12),,LG 2015 Mstar UHD TV,00:17:00,Not latest view,GB (United Kingdom)
Bill payer,2019-02-04 15:09:37,00:21:52,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with the Apothecary Table (Episode 11),,LG 2015 Mstar UHD TV,00:21:52,00:21:52,GB (United Kingdom)
Bill payer,2019-02-04 10:58:59,00:15:50,,House of Cards: Season 1: Chapter 10 (Episode 10),,Apple iPad 5th Gen (Wi-Fi) iPad,00:31:30,Not latest view,GB (United Kingdom)
Bill payer,2019-01-31 23:01:02,00:00:13,Autoplayed: user action: None; ,Luther: Series 3: Episode 2,,UMC Smart TV MSD6486 Smart TV,00:00:13,Not latest view,GB (United Kingdom)
Bill payer,2019-01-28 22:09:22,00:23:46,Autoplayed: user action: None; ,Luther: Series 3: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:50:34,00:50:34,GB (United Kingdom)
Bill payer,2019-01-28 22:08:51,00:00:01,Autoplayed: user action: None; ,Luther: Series 3: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:26:49,Not latest view,GB (United Kingdom)
Bill payer,2019-01-28 22:07:47,00:00:13,Autoplayed: user action: None; ,Captive for 18 Years: The Jaycee Lee Story,,UMC Smart TV MSD6486 Smart TV,00:00:13,Not latest view,GB (United Kingdom)
Bill payer,2019-01-28 22:07:09,00:00:04,Autoplayed: user action: None; ,Casting JonBenet,,UMC Smart TV MSD6486 Smart TV,00:00:04,00:00:04,GB (United Kingdom)
Bill payer,2019-01-27 19:09:23,00:15:40,Autoplayed: user action: None; ,House of Cards: Season 1: Chapter 10 (Episode 10),,UMC Smart TV MSD6486 Smart TV,00:15:40,Not latest view,GB (United Kingdom)
Bill payer,2019-01-27 18:19:59,00:49:16,Autoplayed: user action: Unspecified; ,House of Cards: Season 1: Chapter 9 (Episode 9),,UMC Smart TV MSD6486 Smart TV,00:49:16,00:49:16,GB (United Kingdom)
Bill payer,2019-01-27 17:19:36,00:03:48,Autoplayed: user action: Unspecified; ,Luther: Series 3: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:26:48,Not latest view,GB (United Kingdom)
Bill payer,2019-01-26 21:14:31,00:26:55,Autoplayed: user action: Unspecified; ,You: Season 1: Maybe (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:27:48,Not latest view,GB (United Kingdom)
Bill payer,2019-01-24 22:14:21,00:58:36,,Louis Theroux's Weird Weekends: Collection: America's Medicated Kids (Episode 12),,UMC Smart TV MSD6486 Smart TV,00:58:36,Not latest view,GB (United Kingdom)
Bill payer,2019-01-24 22:14:07,00:00:01,Autoplayed: user action: None; ,Louis Theroux's Weird Weekends: Collection: Beware of the Tiger (Episode 14),,UMC Smart TV MSD6486 Smart TV,00:01:25,Not latest view,GB (United Kingdom)
Bill payer,2019-01-24 22:05:29,00:01:24,,Louis Theroux's Weird Weekends: Collection: Beware of the Tiger (Episode 14),,Apple iPad 5th Gen (Wi-Fi) iPad,00:01:25,Not latest view,GB (United Kingdom)
Bill payer,2019-01-24 19:54:45,00:23:01,Autoplayed: user action: Unspecified; ,Luther: Series 3: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:23:01,Not latest view,GB (United Kingdom)
Bill payer,2019-01-24 15:36:28,00:42:51,,House of Cards: Season 1: Chapter 8 (Episode 8),,Apple iPad 5th Gen (Wi-Fi) iPad,00:44:33,00:44:33,GB (United Kingdom)
Bill payer,2019-01-23 23:22:30,00:00:08,Autoplayed: user action: None; ,Luther: Series 3: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:00,Not latest view,GB (United Kingdom)
Bill payer,2019-01-23 23:22:30,00:00:08,Autoplayed: user action: None; ,Luther: Series 3: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:12,Not latest view,GB (United Kingdom)
Bill payer,2019-01-23 22:24:27,00:57:53,,Luther: Series 2: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:53,00:57:53,GB (United Kingdom)
Bill payer,2019-01-21 18:35:00,00:56:12,Autoplayed: user action: Unspecified; ,Luther: Series 2: Episode 3,,UMC Smart TV MSD6486 Smart TV,00:57:34,00:57:34,GB (United Kingdom)
Bill payer,2019-01-21 17:37:10,00:00:05,Autoplayed: user action: None; ,You: Season 1: Maybe (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:01:13,Not latest view,GB (United Kingdom)
Bill payer,2019-01-21 16:53:26,00:43:38,Autoplayed: user action: None; ,You: Season 1: The Last Nice Guy in New York (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:44:46,00:44:46,GB (United Kingdom)
Bill payer,2019-01-21 16:02:10,00:47:47,Autoplayed: user action: Unspecified; ,You: Season 1: Pilot (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:47:47,00:47:47,GB (United Kingdom)
Bill payer,2019-01-20 21:58:16,00:00:11,Autoplayed: user action: None; ,Luther: Series 2: Episode 3,,UMC Smart TV MSD6486 Smart TV,00:00:47,Not latest view,GB (United Kingdom)
Bill payer,2019-01-20 21:01:07,00:57:00,,Luther: Series 2: Episode 2,,UMC Smart TV MSD6486 Smart TV,00:57:38,00:57:38,GB (United Kingdom)
Bill payer,2019-01-20 18:57:17,00:56:57,Autoplayed: user action: Unspecified; ,Luther: Series 2: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:56:57,00:56:57,GB (United Kingdom)
Bill payer,2019-01-19 18:53:45,02:21:20,Autoplayed: user action: Unspecified; ,Inception,,UMC Smart TV MSD6486 Smart TV,02:21:20,02:21:20,GB (United Kingdom)
Bill payer,2019-01-19 18:53:38,00:00:02,Autoplayed: user action: None; ,T2 Trainspotting,,UMC Smart TV MSD6486 Smart TV,00:00:02,00:00:02,GB (United Kingdom)
Bill payer,2019-01-17 22:06:27,00:00:08,Autoplayed: user action: None; ,Luther: Series 2: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:00:08,Not latest view,GB (United Kingdom)
Bill payer,2019-01-17 21:14:31,00:51:50,,Luther: Series 1: Episode 6,,UMC Smart TV MSD6486 Smart TV,00:52:25,00:52:25,GB (United Kingdom)
Bill payer,2019-01-17 19:24:31,00:00:01,,Luther: Series 1: Episode 6,,UMC Smart TV MSD6486 Smart TV,00:00:05,Not latest view,GB (United Kingdom)
Bill payer,2019-01-17 18:30:02,00:51:39,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 5,,UMC Smart TV MSD6486 Smart TV,00:52:13,00:52:13,GB (United Kingdom)
Bill payer,2019-01-16 22:40:22,00:37:49,,House of Cards: Season 1: Chapter 7 (Episode 7),,Apple iPad 5th Gen (Wi-Fi) iPad,00:51:15,00:51:15,GB (United Kingdom)
Bill payer,2019-01-16 22:39:54,00:00:03,,House of Cards: Season 6: Chapter 66 (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:04,00:00:04,GB (United Kingdom)
Bill payer,2019-01-15 20:02:23,00:52:27,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 4,,UMC Smart TV MSD6486 Smart TV,00:52:27,00:52:27,GB (United Kingdom)
Bill payer,2019-01-14 22:09:35,00:43:48,,Sex Education: Season 1: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:43:48,00:43:48,GB (United Kingdom)
Bill payer,2019-01-10 21:07:00,01:52:21,Autoplayed: user action: Unspecified; ,Dallas Buyers Club,,UMC Smart TV MSD6486 Smart TV,01:52:21,01:52:21,GB (United Kingdom)
Bill payer,2019-01-09 18:30:06,00:30:51,Autoplayed: user action: Unspecified; ,Avengers: Age of Ultron,,UMC Smart TV MSD6486 Smart TV,02:13:49,02:13:49,GB (United Kingdom)
Bill payer,2019-01-09 10:32:58,01:42:59,Autoplayed: user action: Unspecified; ,Avengers: Age of Ultron,,UMC Smart TV MSD6486 Smart TV,01:42:59,Not latest view,GB (United Kingdom)
Bill payer,2019-01-08 22:40:10,00:15:47,Autoplayed: user action: None; ,Fresh Meat: Series 1: Episode 3,,UMC Smart TV MSD6486 Smart TV,00:16:13,00:16:13,GB (United Kingdom)
Bill payer,2019-01-08 22:00:33,00:39:30,Autoplayed: user action: Unspecified; ,Fresh Meat: Series 1: Episode 2,,UMC Smart TV MSD6486 Smart TV,00:39:30,00:39:30,GB (United Kingdom)
Bill payer,2019-01-08 21:03:44,00:41:42,Autoplayed: user action: Unspecified; ,Extras: Season 2: Extras: Christmas Special (Episode 7),,UMC Smart TV MSD6486 Smart TV,01:20:52,01:20:52,GB (United Kingdom)
Bill payer,2019-01-08 20:08:24,00:00:09,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 4,,UMC Smart TV MSD6486 Smart TV,00:00:13,Not latest view,GB (United Kingdom)
Bill payer,2019-01-08 19:13:36,00:51:53,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 3,,UMC Smart TV MSD6486 Smart TV,00:52:28,00:52:28,GB (United Kingdom)
Bill payer,2019-01-07 21:56:23,00:52:09,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 2,,UMC Smart TV MSD6486 Smart TV,00:52:13,00:52:13,GB (United Kingdom)
Bill payer,2019-01-07 21:04:00,00:52:17,Autoplayed: user action: Unspecified; ,Luther: Series 1: Episode 1,,UMC Smart TV MSD6486 Smart TV,00:52:17,00:52:17,GB (United Kingdom)
Bill payer,2019-01-07 20:24:18,00:06:51,Autoplayed: user action: Unspecified; ,Extras: Season 2: Extras: Christmas Special (Episode 7),,UMC Smart TV MSD6486 Smart TV,00:39:11,Not latest view,GB (United Kingdom)
Bill payer,2019-01-06 15:53:54,00:12:11,,Ben & Holly's Little Kingdom: Season 1: Camping Out / The Dinner Party (Episode 20),,LG 2015 Mstar UHD TV,00:12:47,00:12:47,GB (United Kingdom)
Bill payer,2019-01-06 08:40:42,00:01:27,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with the Routine (Episode 10),,LG 2015 Mstar UHD TV,00:12:02,00:12:02,GB (United Kingdom)
Bill payer,2019-01-05 22:04:47,00:10:35,Autoplayed: user action: None; ,Friends: Season 6: The One with the Routine (Episode 10),,LG 2015 Mstar UHD TV,00:10:35,Not latest view,GB (United Kingdom)
Bill payer,2019-01-05 21:41:54,00:22:33,Autoplayed: user action: None; ,Friends: Season 6: The One Where Ross Got High (Episode 9),,LG 2015 Mstar UHD TV,00:22:33,00:22:33,GB (United Kingdom)
Bill payer,2019-01-05 21:23:14,00:18:19,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Ross's Teeth (Episode 8),,LG 2015 Mstar UHD TV,00:21:41,00:21:41,GB (United Kingdom)
Bill payer,2019-01-04 21:49:11,00:51:44,Autoplayed: user action: Unspecified; ,The Other Woman,,LG 2015 Mstar UHD TV,01:44:57,01:44:57,GB (United Kingdom)
Bill payer,2019-01-04 20:27:00,00:25:39,Autoplayed: user action: Unspecified; ,Sing,,LG 2015 Mstar UHD TV,00:25:39,00:25:39,GB (United Kingdom)
Bill payer,2019-01-03 18:58:06,00:30:11,Autoplayed: user action: Unspecified; ,Gone Girl,,UMC Smart TV MSD6486 Smart TV,02:24:58,02:24:58,GB (United Kingdom)
Bill payer,2019-01-02 20:14:48,00:00:13,Autoplayed: user action: None; ,Tidying Up with Marie Kondo: Season 1: Empty Nesters (Episode 2),,UMC Smart TV MSD6486 Smart TV,00:02:09,00:02:09,GB (United Kingdom)
Bill payer,2019-01-02 19:27:52,00:46:48,,Tidying Up with Marie Kondo: Season 1: Tidying With Toddlers (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:46:48,00:46:48,GB (United Kingdom)
Bill payer,2019-01-01 19:49:36,00:16:53,Autoplayed: user action: Unspecified; ,Extras: Season 2: Extras: Christmas Special (Episode 7),,UMC Smart TV MSD6486 Smart TV,00:32:21,Not latest view,GB (United Kingdom)
Bill payer,2019-01-01 17:46:09,00:20:43,Autoplayed: user action: Unspecified; ,Gone Girl,,UMC Smart TV MSD6486 Smart TV,01:54:48,Not latest view,GB (United Kingdom)
Bill payer,2019-01-01 12:58:47,01:34:07,Autoplayed: user action: Unspecified; ,Gone Girl,,UMC Smart TV MSD6486 Smart TV,01:34:07,Not latest view,GB (United Kingdom)
Bill payer,2019-01-01 01:41:52,00:52:18,Autoplayed: user action: Unspecified; ,The Other Woman,,UMC Smart TV MSD6486 Smart TV,00:53:14,Not latest view,GB (United Kingdom)
Bill payer,2019-01-01 01:39:35,00:00:57,Autoplayed: user action: Unspecified; ,The Other Woman,,UMC Smart TV MSD6486 Smart TV,00:00:57,Not latest view,GB (United Kingdom)
Bill payer,2018-12-31 17:34:45,00:15:29,Autoplayed: user action: None; ,Extras: Season 2: Extras: Christmas Special (Episode 7),,UMC Smart TV MSD6486 Smart TV,00:15:29,Not latest view,GB (United Kingdom)
Bill payer,2018-12-31 17:07:16,00:27:25,Autoplayed: user action: None; ,Extras: Season 2: Jonathan Ross (Episode 6),,UMC Smart TV MSD6486 Smart TV,00:27:25,00:27:25,GB (United Kingdom)
Bill payer,2018-12-31 17:00:01,00:07:10,Autoplayed: user action: Unspecified; ,Extras: Season 2: Sir Ian McKellen (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:28:32,00:28:32,GB (United Kingdom)
Bill payer,2018-12-31 15:36:21,00:22:12,Autoplayed: user action: Unspecified; ,Cowspiracy: The Sustainability Secret,,UMC Smart TV MSD6486 Smart TV,01:18:18,01:18:18,GB (United Kingdom)
Bill payer,2018-12-30 22:10:47,00:58:49,Autoplayed: user action: Unspecified; ,Cowspiracy: The Sustainability Secret,,UMC Smart TV MSD6486 Smart TV,00:58:49,Not latest view,GB (United Kingdom)
Bill payer,2018-12-30 21:38:32,00:03:26,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Ross's Teeth (Episode 8),,UMC Smart TV MSD6486 Smart TV,00:03:26,Not latest view,GB (United Kingdom)
Bill payer,2018-12-30 21:37:47,00:00:01,Autoplayed: user action: None; ,Attack the Block,,UMC Smart TV MSD6486 Smart TV,00:00:01,00:00:01,GB (United Kingdom)
Bill payer,2018-12-30 12:29:39,01:59:33,Autoplayed: user action: Unspecified; ,Bird Box,,UMC Smart TV MSD6486 Smart TV,01:59:33,01:59:33,GB (United Kingdom)
Bill payer,2018-12-29 14:06:48,00:21:52,Autoplayed: user action: None; ,Friends: Season 6: The One Where Phoebe Runs (Episode 7),,LG 2015 Mstar UHD TV,00:21:52,00:21:52,GB (United Kingdom)
Bill payer,2018-12-29 13:44:37,00:21:52,Autoplayed: user action: None; ,Friends: Season 6: The One on the Last Night (Episode 6),,LG 2015 Mstar UHD TV,00:21:52,00:21:52,GB (United Kingdom)
Bill payer,2018-12-29 13:40:36,00:03:39,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Joey's Porsche (Episode 5),,LG 2015 Mstar UHD TV,00:21:52,00:21:52,GB (United Kingdom)
Bill payer,2018-12-28 21:02:51,01:27:01,Has branched playback; ,Black Mirror: Bandersnatch,,LG 2015 Mstar UHD TV,05:06:10,05:06:10,GB (United Kingdom)
Bill payer,2018-12-28 18:51:42,00:18:14,Autoplayed: user action: Unspecified; ,Friends: Season 6: The One with Joey's Porsche (Episode 5),,LG 2015 Mstar UHD TV,00:18:14,Not latest view,GB (United Kingdom)
Bill payer,2018-12-27 22:19:24,00:45:38,Autoplayed: user action: None; ,The Sinner: Season 2: Julian: Part VIII (Episode 8),,UMC Smart TV MSD6486 Smart TV,00:46:54,00:46:54,GB (United Kingdom)
Bill payer,2018-12-27 21:34:38,00:41:02,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part VII (Episode 7),,UMC Smart TV MSD6486 Smart TV,00:42:26,00:42:26,GB (United Kingdom)
Bill payer,2018-12-27 20:16:59,00:42:54,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part VI (Episode 6),,UMC Smart TV MSD6486 Smart TV,00:43:54,00:43:54,GB (United Kingdom)
Bill payer,2018-12-27 19:34:29,00:39:30,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part V (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:43:50,00:43:50,GB (United Kingdom)
Bill payer,2018-12-27 17:16:54,00:02:55,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part V (Episode 5),,UMC Smart TV MSD6486 Smart TV,00:04:21,Not latest view,GB (United Kingdom)
Bill payer,2018-12-27 16:22:20,00:42:28,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part IV (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:42:28,00:42:28,GB (United Kingdom)
Bill payer,2018-12-25 19:45:44,01:36:03,Autoplayed: user action: Unspecified; ,The Hurt Locker,,UMC Smart TV MSD6486 Smart TV,01:36:03,01:36:03,GB (United Kingdom)
Bill payer,2018-12-24 10:53:02,00:21:23,Autoplayed: user action: None; ,Extras: Season 2: Sir Ian McKellen (Episode 5),,LG 2015 Mstar UHD TV,00:21:23,Not latest view,GB (United Kingdom)
Bill payer,2018-12-24 10:20:00,00:27:03,Autoplayed: user action: None; ,Extras: Season 2: Chris Martin (Episode 4),,LG 2015 Mstar UHD TV,00:27:03,00:27:03,GB (United Kingdom)
Bill payer,2018-12-24 09:52:04,00:27:53,Autoplayed: user action: None; ,Extras: Season 2: Daniel Radcliffe (Episode 3),,LG 2015 Mstar UHD TV,00:28:19,00:28:19,GB (United Kingdom)
Bill payer,2018-12-24 09:23:21,00:28:40,Autoplayed: user action: None; ,Extras: Season 2: David Bowie (Episode 2),,LG 2015 Mstar UHD TV,00:28:40,00:28:40,GB (United Kingdom)
Bill payer,2018-12-24 09:10:41,00:12:36,Autoplayed: user action: Unspecified; ,Extras: Season 2: Orlando Bloom (Episode 1),,LG 2015 Mstar UHD TV,00:28:48,00:28:48,GB (United Kingdom)
Bill payer,2018-12-19 21:15:38,00:16:22,Autoplayed: user action: Unspecified; ,Extras: Season 2: Orlando Bloom (Episode 1),,UMC Smart TV MSD6486 Smart TV,00:16:22,Not latest view,GB (United Kingdom)
Bill payer,2018-12-18 19:44:19,00:00:22,Autoplayed: user action: None; ,The Sinner: Season 2: Julian: Part IV (Episode 4),,UMC Smart TV MSD6486 Smart TV,00:02:04,Not latest view,GB (United Kingdom)
Bill payer,2018-12-18 18:48:11,00:42:02,Autoplayed: user action: Unspecified; ,The Sinner: Season 2: Julian: Part III (Episode 3),,UMC Smart TV MSD6486 Smart TV,00:42:02,00:42:02,GB (United Kingdom)
Bill payer,2018-12-15 22:23:02,01:12:38,,Love Actually,,LG 2015 Mstar UHD TV,02:14:00,02:14:00,GB (United Kingdom)
Bill payer,2018-12-15 21:21:24,01:01:23,Autoplayed: user action: Unspecified; ,Love Actually,,LG 2015 Mstar UHD TV,01:01:23,Not latest view,GB (United Kingdom)
Bill payer,2018-12-15 20:39:45,00:30:27,Autoplayed: user action: None; ,The Final Table: Season 1: Spain (Episode 2),,LG 2015 Mstar UHD TV,00:30:35,00:30:35,GB (United Kingdom)
Bill payer,2018-12-15 19:40:51,00:58:47,Autoplayed: user action: Unspecified; ,The Final Table: Season 1: Mexico (Episode 1),,LG 2015 Mstar UHD TV,00:58:47,00:58:47,GB (United Kingdom)
Bill payer,2018-12-15 19:40:06,00:00:03,Autoplayed: user action: None; ,Nailed It! Holiday!: Season 1: Jingle Fails (Episode 1),,LG 2015 Mstar UHD TV,00:29:07,00:29:07,GB (United Kingdom)
Bill payer,2018-12-14 21:50:11,00:29:04,,Nailed It! Holiday!: Season 1: Jingle Fails (Episode 1),,LG 2015 Mstar UHD TV,00:29:04,Not latest view,GB (United Kingdom)
Bill payer,2018-12-14 20:52:10,00:57:00,Autoplayed: user action: Unspecified; ,Deck the Halls,,LG 2015 Mstar UHD TV,01:29:16,01:29:16,GB (United Kingdom)
Bill payer,2018-12-14 18:21:06,00:32:27,Autoplayed: user action: Unspecified; ,Deck the Halls,,LG 2015 Mstar UHD TV,00:32:27,Not latest view,GB (United Kingdom)
